ID,ID_SRC,RA,DEC,EXT_LIKE,DET_LIKE,z,z_type,T_300kpc,T_300kpc_L,T_300kpc_U,L_300kpc,L_300kpc_L,L_300kpc_U,Lbol_300kpc,Lbol_300kpc_L,Lbol_300kpc_U,F_300kpc,F_300kpc_L,F_300kpc_U,T_500kpc,T_500kpc_L,T_500kpc_U,L_500kpc,L_500kpc_L,L_500kpc_U,Lbol_500kpc,Lbol_500kpc_L,Lbol_500kpc_U,F_500kpc,F_500kpc_L,F_500kpc_U,SNR_MAX,R_SNR_MAX_ARCMIN
eFEDS J082626.6-003429,28993,126.61079874875323,-0.5747865732441608,8.486203,5.0297227,0.16111,0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5444E42,-1.0,-1.0,1.6266E43,-1.0,-1.0,5.4524E-14,-1.0,-1.0,-1.0,-1.0,-1.0,3.9249E42,-1.0,-1.0,1.782E43,-1.0,-1.0,6.0404E-14,1.32,0.8011
eFEDS J082751.8-002853,11248,126.96547052351899,-0.4816375760468516,12.791595,27.86591,0.25716,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0191E43,-1.0,-1.0,1.7219E43,-1.0,-1.0,4.7107E-14,-1.0,-1.0,-1.0,-1.0,-1.0,1.0611E43,-1.0,-1.0,1.7963E43,-1.0,-1.0,4.9033E-14,3.07,0.7393
eFEDS J082808.8-001003,4800,127.03664479111386,-0.16771519006522811,28.492811,62.51248,0.076155,0,0.8852939485164333,0.7863289638658808,0.9917568925391209,2.5925E42,2.2179E42,2.9792E42,4.0302E42,3.4494E42,4.6252E42,1.8018E-13,1.5431E-13,2.0656E-13,0.8838091899100241,0.7910142425012437,0.977674711959912,2.8431E42,2.3391E42,3.4247E42,4.4023E42,3.6402E42,5.339E42,1.9761E-13,1.6244E-13,2.3826E-13,8.78,2.6312
eFEDS J082820.6-000721,4169,127.08555578945551,-0.1227516578044756,42.376125,81.37835,0.8449,0,-1.0,-1.0,-1.0,1.5171E44,1.2171E44,1.84E44,4.0737E44,3.2621E44,5.3554E44,5.121E-14,4.1829E-14,6.0165E-14,-1.0,-1.0,-1.0,2.3089E44,1.8906E44,2.7622E44,6.2076E44,5.0898E44,8.0136E44,7.7966E-14,6.5551E-14,8.9614E-14,7.3,1.4667
eFEDS J082840.6-000500,7991,127.16920243296957,-0.08355245061503055,18.438711,37.515427,0.319705,0,-1.0,-1.0,-1.0,1.4347E43,1.1749E43,1.6849E43,3.2846E43,2.5996E43,4.0099E43,4.4947E-14,3.7026E-14,5.259E-14,-1.0,-1.0,-1.0,1.7541E43,1.4194E43,2.0654E43,3.9936E43,3.1755E43,4.9317E43,5.5102E-14,4.4436E-14,6.4665E-14,5.61,1.3388
eFEDS J082900.0+010756,14973,127.24997352534432,1.1323138072329706,19.179321,14.365816,0.354,0,-1.0,-1.0,-1.0,8.6121E42,5.8211E42,1.2569E43,3.0366E43,1.8233E43,4.9607E43,2.3027E-14,1.5495E-14,3.3482E-14,-1.0,-1.0,-1.0,1.8516E43,1.3129E43,2.4519E43,6.4811E43,4.0815E43,9.9632E43,4.9244E-14,3.5102E-14,6.5597E-14,4.29,3.157
eFEDS J082952.7+002140,7528,127.46968386048412,0.3610841815083812,7.7296557,38.62664,0.42,0,-1.0,-1.0,-1.0,1.3602E43,1.0263E43,1.7372E43,3.6339E43,2.6127E43,5.1951E43,2.3514E-14,1.8106E-14,2.9985E-14,-1.0,-1.0,-1.0,1.4303E43,1.0672E43,1.8425E43,3.8167E43,2.7192E43,5.4808E43,2.4619E-14,1.8609E-14,3.1942E-14,4.61,0.679
eFEDS J082955.5+004132,3810,127.48099892565416,0.6921992234211755,24.177258,80.255554,0.939855,0,-1.0,-1.0,-1.0,1.394E44,1.1314E44,1.7077E44,4.9716E44,3.8165E44,7.4643E44,4.0382E-14,3.3478E-14,4.7755E-14,-1.0,-1.0,-1.0,1.9164E44,1.5773E44,2.3182E44,6.9308E44,5.228E44,1.0038E45,5.5642E-14,4.69E-14,6.4351E-14,6.96,1.2089
eFEDS J083040.7+023220,9837,127.66973936145847,2.538832958295314,11.481833,23.703844,0.11132,0,-1.0,-1.0,-1.0,7.4169E41,4.9309E41,1.0362E42,1.1645E42,7.7675E41,1.6211E42,2.2299E-14,1.4821E-14,3.1137E-14,-1.0,-1.0,-1.0,7.4506E41,4.9309E41,1.0444E42,1.1663E42,7.7676E41,1.6376E42,2.2419E-14,1.4827E-14,3.137E-14,3.29,0.7179
eFEDS J083110.6+015616,5601,127.79401199149834,1.9378392793445993,11.771409,34.137924,0.41951,0,-1.0,-1.0,-1.0,2.443E43,1.9154E43,2.9811E43,6.1514E43,4.7447E43,8.0413E43,4.2107E-14,3.3269E-14,5.0568E-14,-1.0,-1.0,-1.0,3.6752E43,3.0476E43,4.3632E43,9.1985E43,7.453E43,1.2157E44,6.3046E-14,5.2629E-14,7.4446E-14,6.85,1.7166
eFEDS J083120.5+005257,9594,127.83543355397039,0.882526057047494,6.957818,25.870361,0.66379,0,-1.0,-1.0,-1.0,3.2223E43,2.3407E43,4.3728E43,6.7211E43,4.8552E43,9.2013E43,1.6953E-14,1.2604E-14,2.1882E-14,-1.0,-1.0,-1.0,4.0631E43,2.8815E43,5.397E43,8.4612E43,6.0195E43,1.1134E44,2.1571E-14,1.5412E-14,2.6811E-14,4.05,0.8737
eFEDS J083120.5+030950,11134,127.83551308996485,3.163870317672313,32.847076,27.73978,0.5684999823570251,1,-1.0,-1.0,-1.0,-1.0,-1.0,5.2187E43,-1.0,-1.0,7.6436E43,-1.0,-1.0,2.7358E-14,-1.0,-1.0,-1.0,-1.0,-1.0,6.3667E43,-1.0,-1.0,9.1245E43,-1.0,-1.0,3.1197E-14,1.85,0.6561
eFEDS J083125.9+015533,2659,127.85804170868691,1.925897930055847,47.5197,110.47081,0.68448,0,-1.0,-1.0,-1.0,9.0403E43,7.4263E43,1.0543E44,1.8639E44,1.549E44,2.1793E44,4.4367E-14,3.6898E-14,5.1352E-14,-1.0,-1.0,-1.0,1.5108E44,1.3136E44,1.7298E44,3.12E44,2.7115E44,3.5628E44,7.4113E-14,6.4915E-14,8.3699E-14,9.18,2.0075
eFEDS J083138.0+004633,3725,127.90807122714551,0.7758061975293113,17.16152,66.059,0.29280000925064087,1,-1.0,-1.0,-1.0,1.1852E43,9.9557E42,1.4012E43,1.9885E43,1.6605E43,2.3829E43,4.2249E-14,3.5387E-14,4.9931E-14,-1.0,-1.0,-1.0,1.3348E43,1.0811E43,1.6133E43,2.249E43,1.8038E43,2.7415E43,4.7649E-14,3.8468E-14,5.7484E-14,6.53,1.0576
eFEDS J083146.8-012849,4403,127.94487696352506,-1.4804844163888748,6.0354147,28.073036,0.05,0,-1.0,-1.0,-1.0,1.3322E41,9.1555E40,1.9408E41,2.1085E41,1.4424E41,3.066E41,2.2074E-14,1.5178E-14,3.2158E-14,-1.0,-1.0,-1.0,1.3346E41,9.1556E40,1.9579E41,2.1144E41,1.4433E41,3.0944E41,2.2121E-14,1.5178E-14,3.2463E-14,4.46,0.9593
eFEDS J083149.4+005230,5463,127.95594634285897,0.8750684239434364,13.068746,41.506348,0.39756,0,-1.0,-1.0,-1.0,1.9816E43,1.4001E43,2.8163E43,3.4488E43,2.4745E43,4.9389E43,2.9139E-14,2.2984E-14,3.6619E-14,-1.0,-1.0,-1.0,2.0717E43,1.4624E43,2.9687E43,3.6688E43,2.5795E43,5.242E43,3.0621E-14,2.3917E-14,3.8893E-14,5.14,0.758
eFEDS J083153.6+012531,2600,127.97336088473477,1.4252588642845447,48.434357,94.53107,0.269320011138916,1,-1.0,-1.0,-1.0,1.785E43,1.6065E43,2.0026E43,4.1562E43,3.5518E43,4.9052E43,8.3125E-14,7.4416E-14,9.3004E-14,-1.0,-1.0,-1.0,2.4146E43,2.1954E43,2.6928E43,5.6201E43,4.8438E43,6.5314E43,1.1235E-13,1.0124E-13,1.2473E-13,10.01,2.0232
eFEDS J083204.4+041908,3593,128.01847451983986,4.3188326949388225,65.95779,118.644905,0.196937,0,2.7858517749468774,2.6130375155422487,3.129565030447135,2.0755E43,1.8751E43,2.2925E43,4.7219E43,4.13E43,5.4178E43,1.9247E-13,1.7383E-13,2.13E-13,2.4165041705735972,1.9230936097832918,3.491409851736315,3.3347E43,3.0521E43,3.6576E43,7.5873E43,6.702E43,8.5991E43,3.1002E-13,2.8299E-13,3.3831E-13,11.89,3.4463
eFEDS J083228.1-000656,7396,128.11694107938195,-0.11566440710359698,13.583257,42.373714,0.42146,0,-1.0,-1.0,-1.0,1.4098E43,8.4905E42,2.3915E43,3.8302E43,2.2118E43,6.9232E43,2.3981E-14,1.47E-14,4.0465E-14,-1.0,-1.0,-1.0,1.7298E43,1.1492E43,2.6394E43,4.6061E43,2.8977E43,7.668E43,2.9303E-14,1.9843E-14,4.4783E-14,4.28,0.9564
eFEDS J083238.8-003200,8565,128.16171250777919,-0.5335537807590048,15.796387,32.57768,0.3985,0,-1.0,-1.0,-1.0,1.4071E43,1.1276E43,1.7256E43,3.5316E43,2.7401E43,4.8612E43,2.7026E-14,2.2022E-14,3.2937E-14,-1.0,-1.0,-1.0,1.8182E43,1.4389E43,2.2039E43,4.586E43,3.4944E43,6.3087E43,3.514E-14,2.8148E-14,4.2216E-14,5.15,1.2191
eFEDS J083249.9+031738,10398,128.20816641040375,3.2938852059477726,7.6712713,28.959929,0.8283200263977051,1,-1.0,-1.0,-1.0,-1.0,-1.0,4.1513E43,-1.0,-1.0,1.2879E44,-1.0,-1.0,1.4538E-14,-1.0,-1.0,-1.0,-1.0,-1.0,5.5064E43,-1.0,-1.0,1.6632E44,-1.0,-1.0,1.812E-14,1.63,0.8328
eFEDS J083310.3+030137,15959,128.29277860055842,3.026898405370145,6.7304955,18.392376,0.747513,0,-1.0,-1.0,-1.0,1.5538E43,9.7776E42,2.5749E43,2.7828E43,1.7399E43,4.4423E43,5.5253E-15,3.4431E-15,8.8853E-15,-1.0,-1.0,-1.0,3.4722E43,1.892E43,5.1285E43,6.2002E43,3.4589E43,8.9596E43,1.2303E-14,6.8103E-15,1.799E-14,4.58,3.6162
eFEDS J083315.6+000623,6869,128.31476848695075,0.10650862963846401,16.48472,41.978325,0.47009,0,-1.0,-1.0,-1.0,2.4177E43,1.9086E43,3.1121E43,4.0896E43,3.3209E43,5.3459E43,2.6356E-14,2.1775E-14,3.1667E-14,-1.0,-1.0,-1.0,3.709E43,2.9253E43,4.6727E43,6.2784E43,5.0914E43,8.0568E43,4.0469E-14,3.3576E-14,4.7655E-14,5.81,1.6149
eFEDS J083321.2+012644,2879,128.33819191156672,1.4455914508968442,18.713654,43.60202,0.56568,0,-1.0,-1.0,-1.0,4.9522E43,4.2025E43,5.8418E43,1.3016E44,1.0436E44,1.8541E44,4.2763E-14,3.686E-14,4.9725E-14,-1.0,-1.0,-1.0,6.7054E43,5.7668E43,7.8714E43,1.7491E44,1.4348E44,2.5502E44,5.8072E-14,5.0351E-14,6.6013E-14,7.59,1.3747
eFEDS J083322.7-011128,6302,128.34443819885394,-1.1911851026613487,11.623508,22.518425,0.2883,0,-1.0,-1.0,-1.0,1.2045E43,8.986E42,1.5513E43,1.968E43,1.4217E43,2.6151E43,3.9276E-14,2.9805E-14,5.051E-14,-1.0,-1.0,-1.0,1.4871E43,1.1188E43,1.8439E43,2.3891E43,1.7673E43,3.2071E43,4.8598E-14,3.7162E-14,6.057E-14,5.55,1.2808
eFEDS J083330.4+050428,2528,128.37673580056583,5.07441002498824,50.127083,122.18942,0.21326,0,-1.0,-1.0,-1.0,1.1234E43,9.8724E42,1.2784E43,2.467E43,2.0623E43,3.0251E43,8.6855E-14,7.6122E-14,9.9284E-14,2.0533360463398895,1.5259695521065726,3.397320029927962,1.5389E43,1.3315E43,1.7506E43,3.3744E43,2.7778E43,4.1179E43,1.1891E-13,1.0301E-13,1.3534E-13,8.74,2.3047
eFEDS J083341.1-002943,6767,128.42106817012254,-0.49537421379208163,7.2276735,32.31022,0.3181,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.1243E43,-1.0,-1.0,2.1501E43,-1.0,-1.0,3.3425E-14,-1.0,-1.0,-1.0,-1.0,-1.0,1.1881E43,-1.0,-1.0,2.28E43,-1.0,-1.0,3.5237E-14,3.67,0.6394
eFEDS J083345.8+004208,2984,128.44088687882788,0.7024608651466057,29.3371,90.498634,0.38447999954223633,1,-1.0,-1.0,-1.0,2.6938E43,2.3173E43,3.1489E43,6.4515E43,5.3941E43,8.2073E43,5.5477E-14,4.8345E-14,6.5157E-14,-1.0,-1.0,-1.0,3.1882E43,2.6873E43,3.6483E43,7.6134E43,6.3324E43,9.526E43,6.6219E-14,5.6123E-14,7.5865E-14,7.78,1.199
eFEDS J083401.6-001337,4258,128.5065459446356,-0.22712899771692047,8.282937,23.201323,0.3139,0,-1.0,-1.0,-1.0,3.6608E42,1.9386E42,6.452E42,9.6381E42,4.9392E42,1.9752E43,1.2079E-14,6.5731E-15,2.1278E-14,-1.0,-1.0,-1.0,5.9819E42,3.546E42,9.2406E42,1.6084E43,8.9302E42,2.7771E43,1.9757E-14,1.2123E-14,3.0676E-14,2.79,1.7797
eFEDS J083402.5+023438,6409,128.5104998845297,2.5771777222150156,9.243638,36.809402,0.36184999346733093,1,-1.0,-1.0,-1.0,1.275E43,1.0145E43,1.5957E43,2.0793E43,1.6242E43,2.6646E43,2.6648E-14,2.1378E-14,3.2819E-14,-1.0,-1.0,-1.0,1.3453E43,1.0635E43,1.6921E43,2.2066E43,1.7093E43,2.8296E43,2.8289E-14,2.2336E-14,3.4846E-14,5.09,0.7781
eFEDS J083403.7+012131,4634,128.51547825559044,1.3587613240664966,15.401064,65.374916,0.6708099842071533,1,-1.0,-1.0,-1.0,6.4467E43,3.6812E43,1.0566E44,1.277E44,7.2971E43,2.0692E44,3.2056E-14,1.8565E-14,5.1642E-14,-1.0,-1.0,-1.0,7.2393E43,4.4449E43,1.1125E44,1.4574E44,8.8931E43,2.1574E44,3.6585E-14,2.1864E-14,5.4448E-14,5.94,0.7354
eFEDS J083412.7+035857,1092,128.5529510691779,3.982486445393449,20.713516,20.608265,0.20128999650478363,1,-1.0,-1.0,-1.0,9.0555E42,6.2283E42,1.4455E43,2.9529E43,1.8757E43,5.0603E43,8.4205E-14,5.7498E-14,1.3388E-13,-1.0,-1.0,-1.0,1.0974E43,8.1559E42,1.554E43,3.6139E43,2.3752E43,5.6336E43,1.0195E-13,7.5287E-14,1.4403E-13,8.38,1.7013
eFEDS J083422.7+034537,3240,128.59460679928236,3.760283717819576,9.956446,77.74647,0.33777,0,-1.0,-1.0,-1.0,1.3558E43,1.0365E43,1.6714E43,2.2911E43,1.7509E43,2.8643E43,3.4456E-14,2.6252E-14,4.2542E-14,-1.0,-1.0,-1.0,1.4089E43,1.0555E43,1.7638E43,2.3865E43,1.7792E43,3.0297E43,3.5569E-14,2.669E-14,4.4655E-14,6.44,0.6588
eFEDS J083427.1-015613,12633,128.61287984968686,-1.9369371332496237,13.359995,21.799133,0.572875,0,-1.0,-1.0,-1.0,1.0988E43,7.2046E42,1.6261E43,3.1386E43,1.9454E43,5.1146E43,9.3758E-15,6.0771E-15,1.3553E-14,-1.0,-1.0,-1.0,2.1411E43,1.5078E43,2.8502E43,6.066E43,4.0815E43,9.2584E43,1.8083E-14,1.3044E-14,2.4363E-14,4.28,2.0099
eFEDS J083431.1+034208,8206,128.6295569476277,3.7023113931138742,6.8046265,18.073402,0.214965,0,-1.0,-1.0,-1.0,1.5866E42,1.2225E42,2.0913E42,7.1085E42,5.4046E42,9.583E42,1.3183E-14,1.0167E-14,1.7379E-14,-1.0,-1.0,-1.0,3.7402E42,2.8225E42,4.751E42,1.6737E43,1.2675E43,2.1435E43,3.1065E-14,2.3432E-14,3.9362E-14,4.62,4.9301
eFEDS J083435.6+050159,4593,128.64843699153263,5.033151206071021,7.6544223,62.32023,0.090815,0,-1.0,-1.0,-1.0,7.6986E41,4.7817E41,1.0475E42,1.2155E42,7.5263E41,1.6484E42,3.599E-14,2.2314E-14,4.8838E-14,-1.0,-1.0,-1.0,9.235E41,4.9487E41,1.3786E42,1.4537E42,7.8361E41,2.1706E42,4.3204E-14,2.309E-14,6.4312E-14,3.3,1.2651
eFEDS J083457.7+052033,9892,128.7406064274979,5.342545253159516,15.358034,19.34343,0.41004,0,-1.0,-1.0,-1.0,1.0289E43,7.3876E42,1.3313E43,2.437E43,1.7008E43,3.5139E43,1.8277E-14,1.3234E-14,2.3539E-14,-1.0,-1.0,-1.0,1.2257E43,8.8155E42,1.598E43,2.8835E43,2.0002E43,4.219E43,2.167E-14,1.5681E-14,2.8238E-14,3.6,0.9388
eFEDS J083503.3+010757,3874,128.76363597171263,1.1324794539566638,36.85974,85.78209,0.2957000136375427,1,-1.0,-1.0,-1.0,1.4743E43,1.2991E43,1.6835E43,6.4906E43,4.6887E43,7.9128E43,6.0484E-14,5.3384E-14,6.865E-14,-1.0,-1.0,-1.0,2.0835E43,1.854E43,2.3451E43,9.2574E43,6.701E43,1.1098E44,8.5672E-14,7.6014E-14,9.5915E-14,8.29,1.9608
eFEDS J083509.0+001542,1360,128.78757530014582,0.2618749922874037,74.81406,213.11795,0.596875,0,-1.0,-1.0,-1.0,1.0392E44,9.2407E43,1.1794E44,3.0094E44,2.6068E44,3.8952E44,8.2265E-14,7.4235E-14,9.1692E-14,-1.0,-1.0,-1.0,1.3567E44,1.208E44,1.5009E44,3.8843E44,3.4056E44,5.0631E44,1.0715E-13,9.7613E-14,1.1708E-13,10.74,1.2946
eFEDS J083532.6+030912,3198,128.88583213899972,3.1533118609777286,10.8208685,81.04606,0.2665799856185913,1,-1.0,-1.0,-1.0,7.5511E42,5.6886E42,9.0419E42,1.4193E43,1.0428E43,1.8508E43,3.4421E-14,2.5912E-14,4.1354E-14,-1.0,-1.0,-1.0,7.9609E42,5.8187E42,9.8085E42,1.495E43,1.0711E43,1.9851E43,3.6175E-14,2.6486E-14,4.5072E-14,6.08,0.7974
eFEDS J083615.7+024420,12572,129.06547893145,2.738984235125569,6.263178,18.555607,0.5688300132751465,1,-1.0,-1.0,-1.0,1.1373E43,5.966E42,1.6995E43,3.5039E43,1.7989E43,6.6457E43,1.0203E-14,5.4063E-15,1.5108E-14,-1.0,-1.0,-1.0,-1.0,-1.0,2.2003E43,-1.0,-1.0,8.4777E43,-1.0,-1.0,1.946E-14,2.63,0.7961
eFEDS J083626.4+043822,5783,129.1100459997553,4.639422732007662,16.970997,51.55764,0.574375,0,-1.0,-1.0,-1.0,3.4605E43,2.808E43,4.1649E43,9.7091E43,7.5559E43,1.3203E44,2.9416E-14,2.4103E-14,3.5539E-14,-1.0,-1.0,-1.0,4.1727E43,3.2836E43,5.0617E43,1.1648E44,9.0326E43,1.6034E44,3.5452E-14,2.8363E-14,4.2744E-14,5.85,0.9543
eFEDS J083651.3+030002,197,129.21382491203104,3.0006363015042026,153.49612,747.8783,0.19226499646902084,1,2.793315602286767,2.445561064969723,3.415104728603347,3.9691E43,3.7865E43,4.1644E43,9.1892E43,8.5596E43,9.7381E43,3.9031E-13,3.726E-13,4.1023E-13,2.5710997355667806,2.1982133593571542,3.0763943222929946,4.9457E43,4.7281E43,5.1588E43,1.1434E44,1.0685E44,1.2115E44,4.8656E-13,4.6443E-13,5.0756E-13,23.13,2.8862
eFEDS J083654.6+025954,16471,129.22771977629105,2.9984101106565464,10.868522,13.959131,0.19122999906539917,1,2.5456834951615086,2.1016360198254014,3.1691889170884977,3.9488E43,3.7493E43,4.1445E43,9.2803E43,8.5137E43,1.0015E44,3.9433E-13,3.7426E-13,4.1354E-13,2.6505121297981566,2.1966551867032447,3.3984066901337724,4.9408E43,4.6999E43,5.1359E43,1.1589E44,1.068E44,1.2441E44,4.9286E-13,4.6921E-13,5.1321E-13,23.12,2.8672
eFEDS J083713.3+034110,10475,129.30553189431004,3.6861983498997724,6.2266607,19.410118,0.99991,0,-1.0,-1.0,-1.0,1.0612E44,5.9126E43,1.9026E44,1.5421E44,9.352E43,2.5583E44,1.017E-14,6.6573E-15,1.43E-14,-1.0,-1.0,-1.0,1.5215E44,8.7325E43,2.6682E44,2.1911E44,1.4233E44,3.6634E44,1.4415E-14,1.0204E-14,2.0152E-14,3.26,0.9692
eFEDS J083723.7+012413,4731,129.34867916430602,1.4036721808321677,27.294195,69.26833,0.34881502389907837,1,-1.0,-1.0,-1.0,1.9908E43,1.7451E43,2.2733E43,4.8048E43,4.0471E43,5.7948E43,5.183E-14,4.5872E-14,5.9032E-14,-1.0,-1.0,-1.0,2.7415E43,2.405E43,3.0959E43,6.5672E43,5.5594E43,7.9362E43,7.0928E-14,6.2781E-14,8.0162E-14,7.66,1.6783
eFEDS J083743.9-014128,5321,129.43277095276466,-1.6911893925151846,11.808023,41.872906,1.043425,0,-1.0,-1.0,-1.0,1.4865E44,1.0594E44,2.4943E44,2.6071E44,1.9511E44,3.4826E44,1.8653E-14,1.4441E-14,2.3281E-14,-1.0,-1.0,-1.0,2.176E44,1.5509E44,3.4836E44,3.755E44,2.9329E44,4.9786E44,2.7074E-14,2.1338E-14,3.3418E-14,5.12,1.1673
eFEDS J083757.2-014217,6303,129.48801506819748,-1.704928690512905,8.464537,38.855255,0.854565,0,-1.0,-1.0,-1.0,-1.0,-1.0,2.638E43,-1.0,-1.0,1.1712E44,-1.0,-1.0,9.8434E-15,-1.0,-1.0,-1.0,-1.0,-1.0,3.2262E43,-1.0,-1.0,1.4298E44,-1.0,-1.0,1.2286E-14,0.99,0.5143
eFEDS J083759.6-003643,2456,129.49812352707232,-0.6121033302589938,11.704523,118.71784,0.450605,0,-1.0,-1.0,-1.0,3.5813E43,3.164E43,4.0446E43,8.3435E43,7.1273E43,1.0199E44,5.0702E-14,4.5216E-14,5.7126E-14,-1.0,-1.0,-1.0,4.6305E43,4.044E43,5.2711E43,1.0889E44,9.1289E43,1.3314E44,6.5904E-14,5.7493E-14,7.4582E-14,8.35,1.4555
eFEDS J083803.0+015626,4511,129.51242299766972,1.9407434343573216,55.775295,94.59833,0.3596299886703491,1,-1.0,-1.0,-1.0,2.5752E43,2.2207E43,2.9459E43,6.6286E43,5.4744E43,8.2828E43,6.3539E-14,5.5131E-14,7.2083E-14,-1.0,-1.0,-1.0,3.5269E43,3.1049E43,3.9585E43,9.0093E43,7.6376E43,1.1311E44,8.713E-14,7.6993E-14,9.6728E-14,8.66,1.6187
eFEDS J083807.0-003600,5386,129.5289079688904,-0.6002066126789392,8.74584,17.467867,0.4203200042247772,1,-1.0,-1.0,-1.0,6.2174E42,3.8919E42,9.6794E42,1.5254E43,9.381E42,2.5163E43,1.0505E-14,6.6287E-15,1.6239E-14,-1.0,-1.0,-1.0,1.4026E43,9.3816E42,1.9753E43,3.4287E43,2.2924E43,5.0888E43,2.3572E-14,1.5992E-14,3.3221E-14,5.57,3.8737
eFEDS J083807.7+002501,19692,129.53207457540933,0.4170596113634795,6.3896756,15.110241,0.08041000366210938,1,-1.0,-1.0,-1.0,1.187E42,9.9402E41,1.3857E42,1.8792E42,1.577E42,2.1998E42,7.1891E-14,6.0237E-14,8.4033E-14,0.4822061622439068,0.4551328454596115,0.5029436367347115,1.5434E42,1.2503E42,1.8672E42,2.4524E42,1.9878E42,2.9688E42,9.3611E-14,7.5807E-14,1.1316E-13,5.99,3.3756
eFEDS J083809.5-020450,10843,129.5393831854814,-2.080761444016099,9.306679,19.821123,0.549875,0,-1.0,-1.0,-1.0,2.3278E43,1.3356E43,3.7658E43,4.1031E43,2.4314E43,6.2492E43,1.522E-14,9.3667E-15,2.1743E-14,-1.0,-1.0,-1.0,2.7313E43,1.4599E43,4.4384E43,4.8729E43,2.7233E43,7.3147E43,1.7833E-14,1.0645E-14,2.5477E-14,3.38,0.7554
eFEDS J083810.1+031521,3035,129.5422008995251,3.255784332278799,14.518478,88.403145,0.3470599949359894,1,-1.0,-1.0,-1.0,1.916E43,1.7057E43,2.1492E43,3.6085E43,3.132E43,4.2882E43,4.7144E-14,4.1975E-14,5.2609E-14,-1.0,-1.0,-1.0,2.721E43,2.3871E43,3.0557E43,5.1155E43,4.4063E43,6.0928E43,6.69E-14,5.8621E-14,7.4625E-14,8.02,2.1785
eFEDS J083812.0-015934,53,129.54956937680825,-1.9929625676563032,163.66698,2105.1458,0.56002,0,4.271062357929299,3.526734359832756,5.394457261123383,3.704E44,3.3928E44,4.0413E44,1.1288E45,1.0145E45,1.2804E45,3.454E-13,3.1628E-13,3.7485E-13,4.724193610756391,3.7852396982659555,6.254572120863554,3.9985E44,3.7042E44,4.3432E44,1.22E45,1.1099E45,1.3779E45,3.7316E-13,3.456E-13,4.0292E-13,23.43,1.2534
eFEDS J083817.4+041822,6136,129.5727198864517,4.3060438934223,21.095068,56.551277,0.21142999827861786,1,-1.0,-1.0,-1.0,7.2243E42,6.3989E42,8.177E42,1.3208E43,1.1305E43,1.5721E43,5.5117E-14,4.8553E-14,6.2411E-14,1.409843255758983,1.0787198848122599,2.1939573647969057,1.0485E43,9.1811E42,1.1836E43,1.9039E43,1.639E43,2.2906E43,7.991E-14,6.9421E-14,9.1146E-14,7.79,2.325
eFEDS J083817.6-021704,6195,129.57322391995945,-2.2845406387916314,33.721848,71.219,0.565495,0,-1.0,-1.0,-1.0,5.7857E43,4.8809E43,6.8841E43,1.2346E44,1.0365E44,1.479E44,4.5965E-14,3.9186E-14,5.4305E-14,-1.0,-1.0,-1.0,9.8344E43,8.5538E43,1.1344E44,2.1014E44,1.8099E44,2.4271E44,7.8397E-14,6.8323E-14,8.8789E-14,7.53,2.51
eFEDS J083834.2+020643,3905,129.64249747047438,2.1121270532948553,29.055292,67.236946,0.45688000321388245,1,-1.0,-1.0,-1.0,3.9444E43,3.4484E43,4.5867E43,9.2715E43,7.7953E43,1.1013E44,5.4401E-14,4.7521E-14,6.2203E-14,-1.0,-1.0,-1.0,5.4364E43,4.7523E43,6.179E43,1.2642E44,1.0665E44,1.4992E44,7.4944E-14,6.5129E-14,8.4071E-14,8.29,1.4754
eFEDS J083840.3+044417,8186,129.66814539007987,4.7380286697176155,17.862411,34.113724,0.4553700089454651,1,-1.0,-1.0,-1.0,1.5529E43,1.2125E43,1.9554E43,3.6016E43,2.7095E43,4.962E43,2.1194E-14,1.7061E-14,2.5611E-14,-1.0,-1.0,-1.0,2.5289E43,2.0814E43,3.1682E43,5.8597E43,4.6553E43,8.0236E43,3.4868E-14,2.9163E-14,4.1071E-14,5.73,1.8564
eFEDS J083840.7-004134,7463,129.66936308886235,-0.6930151479643647,9.521303,36.85814,0.46239,0,-1.0,-1.0,-1.0,9.5161E42,6.4084E42,1.3141E43,3.3782E43,1.9965E43,5.3779E43,1.3923E-14,9.5121E-15,1.9568E-14,-1.0,-1.0,-1.0,1.7602E43,1.283E43,2.3423E43,6.3044E43,3.9415E43,9.455E43,2.5944E-14,1.8589E-14,3.4467E-14,4.38,2.1157
eFEDS J083856.9+030743,7902,129.73718698646337,3.1286667617362527,6.7005825,31.088778,0.240687,0,-1.0,-1.0,-1.0,3.2912E42,2.1987E42,4.4263E42,1.549E43,1.036E43,2.0815E43,2.1498E-14,1.4362E-14,2.8912E-14,-1.0,-1.0,-1.0,3.4151E42,2.2176E42,4.6305E42,1.608E43,1.0436E43,2.18E43,2.2308E-14,1.4484E-14,3.0246E-14,4.06,0.7809
