ID,ID_SRC,RA,DEC,EXT_LIKE,DET_LIKE,z,z_type,T_300kpc,T_300kpc_L,T_300kpc_U,L_300kpc,L_300kpc_L,L_300kpc_U,Lbol_300kpc,Lbol_300kpc_L,Lbol_300kpc_U,F_300kpc,F_300kpc_L,F_300kpc_U,T_500kpc,T_500kpc_L,T_500kpc_U,L_500kpc,L_500kpc_L,L_500kpc_U,Lbol_500kpc,Lbol_500kpc_L,Lbol_500kpc_U,F_500kpc,F_500kpc_L,F_500kpc_U,SNR_MAX,R_SNR_MAX_ARCMIN
eFEDS J092037.9+033528,6467,140.1580332761732,3.5912587665325018,6.7644186,44.751553,0.362435,0,-1.0,-1.0,-1.0,8.8517E42,4.8454E42,1.5334E43,2.0455E43,1.0775E43,3.6901E43,2.0742E-14,1.1326E-14,3.5831E-14,-1.0,-1.0,-1.0,1.0069E43,5.51E42,1.6563E43,2.3069E43,1.2912E43,3.8789E43,2.3322E-14,1.3169E-14,3.8089E-14,3.96,0.718
eFEDS J092039.2+004725,6669,140.16316089014134,0.7904320891728506,8.760164,45.091167,0.4715299904346466,1,-1.0,-1.0,-1.0,1.7406E43,1.4073E43,2.1234E43,6.4051E43,4.0519E43,8.7563E43,2.4147E-14,1.9857E-14,2.9385E-14,-1.0,-1.0,-1.0,2.105E43,1.6348E43,2.6095E43,7.5634E43,4.8157E43,1.0731E44,2.9472E-14,2.3035E-14,3.5971E-14,5.47,0.8763
eFEDS J092041.2+041118,10334,140.17160799192214,4.188325165811932,10.8370695,23.634624,0.57975,0,-1.0,-1.0,-1.0,1.9882E43,1.4435E43,2.657E43,4.5089E43,3.2408E43,6.6272E43,1.5108E-14,1.1367E-14,1.9404E-14,-1.0,-1.0,-1.0,2.3308E43,1.6268E43,3.1405E43,5.2573E43,3.7395E43,7.7946E43,1.763E-14,1.2744E-14,2.3346E-14,3.87,0.7358
eFEDS J092046.3+002849,1915,140.1926324219281,0.4803465200200179,40.002193,69.60075,0.41251999139785767,1,-1.0,-1.0,-1.0,3.7083E43,3.3476E43,4.0872E43,7.7032E43,6.8375E43,8.6348E43,6.2097E-14,5.6442E-14,6.8637E-14,1.966947546049117,1.6088080822157147,2.6828391254038237,5.5599E43,5.0553E43,6.0542E43,1.1538E44,1.036E44,1.2862E44,9.3101E-14,8.5041E-14,1.0173E-13,11.44,2.6361
eFEDS J092049.5+024513,489,140.20630404297026,2.753798744584642,142.11864,514.1915,0.28371499478816986,1,2.8808720485974555,2.3829334805665434,3.604318926449232,5.6314E43,5.3272E43,5.9716E43,1.4652E44,1.3661E44,1.592E44,2.387E-13,2.2597E-13,2.5251E-13,3.388203384810411,2.748851697092025,4.259520484772091,8.394E43,7.9879E43,8.7941E43,2.1774E44,2.0466E44,2.3732E44,3.5615E-13,3.3814E-13,3.7225E-13,23.04,3.081
eFEDS J092053.5+021126,18194,140.2228070413641,2.1904997961068426,12.76895,17.436855,0.2804900109767914,1,-1.0,-1.0,-1.0,4.5843E42,3.3903E42,6.5671E42,1.0074E43,6.8617E42,1.9117E43,1.7536E-14,1.3388E-14,2.2732E-14,-1.0,-1.0,-1.0,7.8479E42,5.9175E42,1.1202E43,1.7708E43,1.172E43,3.1704E43,3.0485E-14,2.381E-14,3.7706E-14,4.38,2.2434
eFEDS J092105.1+004452,6459,140.27098484080335,0.7479990299034237,7.26981,33.880966,0.15887999534606934,1,-1.0,-1.0,-1.0,1.6753E42,1.281E42,2.0826E42,7.7391E42,5.9317E42,9.6727E42,2.6564E-14,2.0308E-14,3.3021E-14,-1.0,-1.0,-1.0,1.6857E42,1.2927E42,2.1297E42,7.8052E42,5.9739E42,9.8905E42,2.6732E-14,2.0497E-14,3.3777E-14,4.87,0.7372
eFEDS J092121.2+031726,100,140.33847592690762,3.2906041403253843,478.5533,1729.747,0.33293500542640686,1,4.813937537495025,3.980160853854133,6.0261341711404715,1.5281E44,1.465E44,1.6056E44,4.7504E44,4.3783E44,5.1467E44,4.6655E-13,4.4706E-13,4.879E-13,5.248537701251851,4.373961835142785,6.558669957209693,2.1428E44,2.0654E44,2.2183E44,6.6285E44,6.1503E44,7.1635E44,6.5203E-13,6.3057E-13,6.748E-13,31.64,2.8002
eFEDS J092133.2+043431,9512,140.38849521971602,4.5753862882779135,14.0885725,24.893456,0.417279988527298,1,-1.0,-1.0,-1.0,1.4918E43,1.1558E43,1.8771E43,3.0633E43,2.3066E43,3.9887E43,2.4009E-14,1.8664E-14,2.9964E-14,-1.0,-1.0,-1.0,1.9487E43,1.488E43,2.4267E43,3.9382E43,3.0142E43,5.1633E43,3.1424E-14,2.444E-14,3.8582E-14,4.59,1.1762
eFEDS J092134.5+015832,810,140.39357349095954,1.9757114168673495,56.079826,133.20619,0.28992000222206116,1,-1.0,-1.0,-1.0,1.8918E43,1.4912E43,2.4731E43,4.9708E43,3.7507E43,7.1331E43,7.6396E-14,5.9921E-14,9.9701E-14,-1.0,-1.0,-1.0,2.641E43,2.2313E43,3.158E43,7.0349E43,5.5523E43,9.4029E43,1.0605E-13,9.0128E-14,1.2789E-13,10.95,1.9423
eFEDS J092135.5+005128,7447,140.39766272032114,0.8579792456029881,7.438375,34.97775,0.48848000168800354,1,-1.0,-1.0,-1.0,-1.0,-1.0,2.1318E43,-1.0,-1.0,4.5722E43,-1.0,-1.0,2.356E-14,-1.0,-1.0,-1.0,1.6897E43,9.0059E42,2.5416E43,3.5926E43,1.8731E43,5.5021E43,1.8914E-14,1.025E-14,2.8255E-14,3.24,1.0355
eFEDS J092136.5-001449,4168,140.40199603856377,-0.24707050903768518,37.868298,80.20223,0.3126699924468994,1,-1.0,-1.0,-1.0,2.0107E43,1.7535E43,2.2695E43,4.7136E43,4.027E43,5.743E43,6.6715E-14,5.8731E-14,7.5023E-14,-1.0,-1.0,-1.0,2.6985E43,2.3916E43,3.0228E43,6.3087E43,5.4651E43,7.6256E43,8.9981E-14,7.9939E-14,1.0037E-13,8.85,1.6791
eFEDS J092202.3+034520,5347,140.5095378017849,3.7556937144170544,43.39324,66.64203,0.319130003452301,1,-1.0,-1.0,-1.0,2.4792E43,2.0354E43,2.8865E43,7.7248E43,6.2064E43,9.4892E43,8.3109E-14,6.8434E-14,9.6289E-14,5.41635992597997,3.9232247170527077,8.873438486176806,4.2204E43,3.3805E43,5.1995E43,1.3284E44,1.0356E44,1.6916E44,1.4086E-13,1.1316E-13,1.7446E-13,13.22,2.602
eFEDS J092209.4+034628,367,140.53912709669456,3.7746087709875584,369.0038,783.05695,0.27013999223709106,1,4.2463103478812325,3.4172002435420534,5.491473320462893,5.7588E43,5.2402E43,6.2843E43,1.8113E44,1.5672E44,2.0397E44,2.8011E-13,2.5468E-13,3.0457E-13,5.3907489559738035,4.094444591903299,7.191168410069455,7.9773E43,6.9705E43,8.9973E43,2.4929E44,2.1253E44,2.8913E44,3.8735E-13,3.3912E-13,4.3748E-13,23.11,2.8045
eFEDS J092212.1-002731,857,140.55033036511253,-0.4586488734555252,165.05676,361.5351,0.3207550048828125,1,-1.0,-1.0,-1.0,5.0327E43,4.6464E43,5.4569E43,2.1071E44,1.8577E44,2.4143E44,1.7378E-13,1.6017E-13,1.8846E-13,-1.0,-1.0,-1.0,7.8129E43,7.2671E43,8.3975E43,3.281E44,2.8856E44,3.7404E44,2.6989E-13,2.5126E-13,2.8972E-13,18.36,3.1609
eFEDS J092220.4+034806,4014,140.58518029427842,3.8017021729865927,24.109306,48.894115,0.26704999804496765,1,-1.0,-1.0,-1.0,1.2436E43,1.0568E43,1.4376E43,2.8668E43,2.355E43,3.4862E43,5.8997E-14,5.0439E-14,6.8131E-14,2.3087857833190566,1.7621053491252612,3.554397057915354,1.5289E43,1.2687E43,1.8635E43,3.5172E43,2.8457E43,4.4966E43,7.2724E-14,6.0026E-14,8.7872E-14,8.48,1.479
eFEDS J092235.9-002443,3133,140.64939948779497,-0.4119707386367751,30.207157,49.422646,0.05538000166416168,1,1.8985261714389368,1.5819317770687404,2.484576708666022,1.5008E42,1.2386E42,1.8629E42,3.3153E42,2.7151E42,4.1518E42,2.0844E-13,1.7166E-13,2.5852E-13,2.2339019420901263,1.8459407718080132,2.790504854189612,1.5592E42,1.2472E42,2.0146E42,3.4308E42,2.7523E42,4.5047E42,2.1666E-13,1.7355E-13,2.7913E-13,11.95,2.1632
eFEDS J092242.0+020720,1535,140.674939097923,2.122216032783077,32.53556,52.21575,0.197844997048378,1,-1.0,-1.0,-1.0,7.8977E42,6.6196E42,9.2604E42,1.3697E43,1.1537E43,1.6224E43,6.9053E-14,5.8073E-14,8.0923E-14,1.2899964826470427,1.0877587162051165,1.6555848370240585,9.3052E42,7.8217E42,1.0639E43,1.6072E43,1.3566E43,1.878E43,8.1461E-14,6.855E-14,9.3351E-14,8.6,1.6021
eFEDS J092246.2+034251,2216,140.6927703786439,3.7142937863429255,27.20292,65.467606,0.26861000061035156,1,-1.0,-1.0,-1.0,1.6297E43,1.3726E43,1.9668E43,3.9448E43,3.1682E43,5.2142E43,7.6539E-14,6.4846E-14,9.3061E-14,-1.0,-1.0,-1.0,1.9538E43,1.6748E43,2.2546E43,4.6782E43,3.8476E43,6.041E43,9.173E-14,7.8961E-14,1.0565E-13,9.9,1.4606
eFEDS J092246.4+042424,5348,140.6935665770006,4.406722518264479,12.493695,55.01674,0.3462899923324585,1,-1.0,-1.0,-1.0,1.5182E43,1.3029E43,1.7507E43,3.5111E43,2.8815E43,4.5247E43,3.9802E-14,3.429E-14,4.5604E-14,-1.0,-1.0,-1.0,1.7792E43,1.5307E43,2.0745E43,4.1335E43,3.3747E43,5.304E43,4.644E-14,4.0244E-14,5.4294E-14,6.74,1.1197
eFEDS J092258.2+032041,4833,140.74257865693662,3.3448893818789047,14.415517,51.08905,0.574875,0,-1.0,-1.0,-1.0,3.011E43,2.4381E43,3.6828E43,7.5214E43,5.8542E43,1.0605E44,2.4621E-14,1.9973E-14,2.9691E-14,-1.0,-1.0,-1.0,3.6489E43,2.9401E43,4.5071E43,9.0798E43,7.0895E43,1.3024E44,2.9783E-14,2.4238E-14,3.5905E-14,5.63,0.8957
eFEDS J092302.6+034002,9076,140.7610874896163,3.667320152592161,7.9396763,13.733337,0.268705,0,-1.0,-1.0,-1.0,5.6329E42,4.5661E42,7.2652E42,1.135E43,8.6048E42,1.6728E43,2.5295E-14,2.0477E-14,3.2101E-14,-1.0,-1.0,-1.0,1.0023E43,8.2113E42,1.215E43,1.9969E43,1.56E43,2.8593E43,4.4931E-14,3.7102E-14,5.3998E-14,6.13,2.5605
eFEDS J092312.1+000355,6657,140.80031011903648,0.06550614576099255,7.435799,46.862057,0.32141000032424927,1,-1.0,-1.0,-1.0,-1.0,-1.0,3.8688E42,-1.0,-1.0,1.1541E43,-1.0,-1.0,1.2225E-14,-1.0,-1.0,-1.0,-1.0,-1.0,5.7927E42,-1.0,-1.0,1.65E43,-1.0,-1.0,1.8443E-14,0.9,0.7597
eFEDS J092328.2+043107,6063,140.86775345451426,4.518713752523283,7.9359426,26.02922,0.66272,0,-1.0,-1.0,-1.0,4.6695E43,3.8459E43,5.563E43,1.3193E44,1.089E44,1.5771E44,2.8626E-14,2.3573E-14,3.4112E-14,-1.0,-1.0,-1.0,6.1229E43,5.0464E43,7.1807E43,1.7291E44,1.4223E44,2.0285E44,3.7519E-14,3.0965E-14,4.3971E-14,5.82,1.0331
eFEDS J092333.1-001917,7637,140.88791708950694,-0.32160282313938143,10.153596,42.467278,0.813038,0,-1.0,-1.0,-1.0,7.3571E43,5.8209E43,9.4414E43,1.5242E44,1.2244E44,1.9353E44,2.3456E-14,1.8935E-14,2.954E-14,-1.0,-1.0,-1.0,9.1319E43,7.2759E43,1.1593E44,1.9031E44,1.5176E44,2.3725E44,2.9322E-14,2.327E-14,3.6446E-14,5.01,0.8731
eFEDS J092335.2+012907,4806,140.89645351949804,1.4852855420816764,6.7585106,19.406448,0.68748,0,-1.0,-1.0,-1.0,1.5423E43,1.0184E43,2.3834E43,7.0993E43,4.3211E43,1.13E44,9.6998E-15,6.5486E-15,1.5044E-14,-1.0,-1.0,-1.0,3.2603E43,2.3523E43,4.686E43,1.5037E44,9.8575E43,2.2171E44,2.0763E-14,1.5128E-14,2.9139E-14,4.63,2.5053
eFEDS J092339.0+052655,1894,140.91288280884612,5.448574155347803,30.315264,158.2657,0.37332,0,2.523605045282395,2.142445082958052,3.0456902986979704,3.5484E44,2.5323E44,4.8486E44,9.8683E44,7.0559E44,1.346E45,8.1886E-13,5.8631E-13,1.1168E-12,3.9290105600003673,3.6491037617944064,4.386637268908929,3.6826E44,2.695E44,4.908E44,1.0161E45,7.4329E44,1.3565E45,8.4778E-13,6.2178E-13,1.1287E-12,16.27,1.018
eFEDS J092346.9-005330,11530,140.9451667509139,-0.8918306686895514,20.146515,28.668623,0.3581100106239319,1,-1.0,-1.0,-1.0,1.0837E43,8.7003E42,1.3078E43,4.1481E43,2.7314E43,5.4112E43,2.8959E-14,2.3111E-14,3.4436E-14,-1.0,-1.0,-1.0,1.5585E43,1.2938E43,1.8662E43,5.9973E43,4.0008E43,7.8728E43,4.1297E-14,3.4545E-14,4.9389E-14,5.28,1.5567
eFEDS J092402.2+054206,7973,141.00940423601867,5.701574385023618,13.828967,33.34289,0.488165,0,-1.0,-1.0,-1.0,5.4838E43,4.2396E43,7.145E43,1.9507E44,1.3252E44,2.6859E44,7.0988E-14,5.5607E-14,9.2241E-14,-1.0,-1.0,-1.0,8.3445E43,6.6883E43,1.0536E44,2.9933E44,2.0297E44,4.0398E44,1.0771E-13,8.788E-14,1.3549E-13,4.5,1.7136
eFEDS J092405.1-013059,298,141.0210579886824,-1.516513790035483,196.608,576.537,0.3371799886226654,1,-1.0,-1.0,-1.0,3.7119E43,3.3012E43,4.1989E43,1.0243E44,8.8488E43,1.2488E44,1.0802E-13,9.6022E-14,1.2162E-13,3.9662889367536645,2.9565720796821036,6.501821418089961,4.8235E43,4.3959E43,5.358E43,1.3248E44,1.1685E44,1.6147E44,1.4057E-13,1.2821E-13,1.5531E-13,16.69,1.8407
eFEDS J092409.4+040057,1437,141.0392620276121,4.015985893086531,122.11826,238.50293,0.08385000005364418,1,-1.0,-1.0,-1.0,3.5744E42,3.3222E42,3.8412E42,5.5658E42,5.176E42,6.0148E42,2.0243E-13,1.8809E-13,2.179E-13,0.9183260340603756,0.8517933816305769,0.9951263838879445,4.0056E42,3.6769E42,4.3225E42,6.2517E42,5.7456E42,6.7694E42,2.2725E-13,2.0807E-13,2.4452E-13,14.81,2.8144
eFEDS J092422.0-005103,8544,141.0913573436256,-0.8510200827247671,6.3409724,33.215878,0.27577999234199524,1,-1.0,-1.0,-1.0,6.9959E42,5.261E42,8.8269E42,1.4146E43,1.0642E43,2.0182E43,2.8692E-14,2.2592E-14,3.5622E-14,-1.0,-1.0,-1.0,8.3558E42,6.0811E42,1.1042E43,1.7202E43,1.2089E43,2.5141E43,3.4307E-14,2.535E-14,4.4163E-14,4.84,1.1592
eFEDS J092454.7+014901,7841,141.22795403349002,1.81703658962506,7.688051,21.770803,0.17733000218868256,1,-1.0,-1.0,-1.0,2.0886E42,1.4894E42,2.7857E42,3.3466E42,2.3848E42,4.4414E42,2.29E-14,1.6482E-14,3.0839E-14,-1.0,-1.0,-1.0,2.1626E42,1.5183E42,2.9798E42,3.4454E42,2.4023E42,4.7212E42,2.3902E-14,1.665E-14,3.2868E-14,4.11,0.8799
eFEDS J092502.6+022612,7060,141.26083548892956,2.4367097527256103,10.583476,39.392723,0.39013001322746277,1,-1.0,-1.0,-1.0,1.2134E43,9.7995E42,1.5168E43,5.5308E43,3.8399E43,7.137E43,2.733E-14,2.1929E-14,3.3935E-14,-1.0,-1.0,-1.0,1.3945E43,1.0992E43,1.7654E43,6.3387E43,4.2525E43,8.4664E43,3.1143E-14,2.4635E-14,3.9771E-14,4.89,0.9178
eFEDS J092504.4-005602,11531,141.26823274660208,-0.93389507924323,9.71446,19.395893,0.28001999855041504,1,-1.0,-1.0,-1.0,7.2778E42,3.842E42,2.6329E43,-1.0,-1.0,1.8126E44,2.3677E-14,1.3844E-14,3.6716E-14,-1.0,-1.0,-1.0,7.6769E42,4.1738E42,2.8414E43,-1.0,-1.0,1.9242E44,2.5357E-14,1.5602E-14,3.7579E-14,4.2,0.6597
eFEDS J092510.1-014830,5079,141.2918473463101,-1.8085493891049669,7.3181753,70.99293,0.862935,0,-1.0,-1.0,-1.0,5.495E43,4.3254E43,7.2272E43,2.1567E44,1.5153E44,3.1601E44,1.9887E-14,1.5855E-14,2.5176E-14,-1.0,-1.0,-1.0,6.5326E43,5.0123E43,8.4726E43,2.522E44,1.7764E44,3.6924E44,2.329E-14,1.8246E-14,2.9681E-14,5.93,0.753
eFEDS J092511.9-011436,9471,141.29928878065965,-1.2435773999083837,12.332283,24.739962,0.41866,0,-1.0,-1.0,-1.0,1.124E43,8.9009E42,1.3686E43,2.1447E43,1.6778E43,2.6562E43,1.7566E-14,1.3914E-14,2.1338E-14,-1.0,-1.0,-1.0,1.5931E43,1.2504E43,1.9712E43,3.0003E43,2.3346E43,3.8417E43,2.4813E-14,1.9646E-14,3.0795E-14,5.0,1.2973
eFEDS J092522.2-013148,6653,141.34228945493913,-1.530129986932277,26.32347,49.663033,0.4447399973869324,1,-1.0,-1.0,-1.0,1.8107E43,1.5357E43,2.0932E43,3.4947E43,2.9207E43,4.3248E43,2.478E-14,2.1094E-14,2.8729E-14,-1.0,-1.0,-1.0,2.5105E43,2.1399E43,2.8978E43,4.8162E43,4.0728E43,5.9841E43,3.4212E-14,2.969E-14,3.9645E-14,7.33,1.3766
eFEDS J092533.7-014205,1483,141.39033853606438,-1.7016076400114233,51.030968,150.55447,0.22943,0,-1.0,-1.0,-1.0,1.0328E43,9.3663E42,1.1423E43,2.2911E43,2.0304E43,2.598E43,6.8183E-14,6.1838E-14,7.5501E-14,2.301806113584172,1.8620603474490807,3.083292537977875,1.2166E43,1.0875E43,1.3563E43,2.7145E43,2.3574E43,3.0739E43,8.0063E-14,7.152E-14,8.9521E-14,11.2,1.5421
eFEDS J092546.4-014347,566,141.44315713051535,-1.7298419641869867,197.06195,480.16977,0.22823,0,-1.0,-1.0,-1.0,2.231E43,2.0351E43,2.47E43,5.2061E43,4.6494E43,5.8173E43,1.5014E-13,1.3708E-13,1.6567E-13,2.636576401358967,2.1906835362446504,3.4772742468952282,2.9802E43,2.7446E43,3.3032E43,6.9595E43,6.269E43,7.7752E43,2.0037E-13,1.8486E-13,2.2225E-13,18.27,2.2424
eFEDS J092549.0-011725,5488,141.4538575981009,-1.2902855854765745,11.987416,18.379715,0.336575,0,-1.0,-1.0,-1.0,1.4108E43,1.2115E43,1.6416E43,3.162E43,2.6295E43,3.8271E43,3.8868E-14,3.3727E-14,4.5104E-14,-1.0,-1.0,-1.0,2.1905E43,1.9082E43,2.5113E43,4.8902E43,4.1737E43,5.8255E43,6.055E-14,5.2817E-14,6.9376E-14,8.33,1.9397
eFEDS J092553.4+015519,991,141.47238656202708,1.9219693644919065,11.321627,33.26705,0.231425,0,-1.0,-1.0,-1.0,-1.0,-1.0,3.4673E42,-1.0,-1.0,5.5035E42,-1.0,-1.0,2.0032E-14,-1.0,-1.0,-1.0,-1.0,-1.0,4.3779E42,-1.0,-1.0,6.9307E42,-1.0,-1.0,2.5477E-14,1.54,1.0394
eFEDS J092555.7+004311,6732,141.48204387665996,0.7199386850303624,64.5264,88.893845,0.25450998544692993,1,-1.0,-1.0,-1.0,1.514E43,1.3613E43,1.7043E43,4.0487E43,3.4501E43,5.0008E43,8.2306E-14,7.3613E-14,9.2327E-14,-1.0,-1.0,-1.0,2.7056E43,2.4705E43,2.9709E43,7.1873E43,6.2605E43,8.7909E43,1.4662E-13,1.3376E-13,1.61E-13,12.29,3.0051
eFEDS J092619.9+021208,8160,141.58295374667298,2.202202024045984,23.381886,32.465866,0.49300000071525574,1,-1.0,-1.0,-1.0,2.2363E43,1.8375E43,2.7974E43,6.8667E43,5.2082E43,9.5029E43,2.757E-14,2.2927E-14,3.4266E-14,-1.0,-1.0,-1.0,2.9688E43,2.3881E43,3.6184E43,9.0294E43,6.7229E43,1.257E44,3.6533E-14,2.9822E-14,4.4241E-14,12.29,3.0051
eFEDS J092621.4-003356,4366,141.5889723835224,-0.5657390782183106,10.075325,63.38662,0.340185,0,-1.0,-1.0,-1.0,1.1473E43,9.433E42,1.3647E43,4.8044E43,3.1338E43,6.2698E43,3.4294E-14,2.8226E-14,4.0183E-14,-1.0,-1.0,-1.0,1.3444E43,1.0736E43,1.6E43,5.6237E43,3.625E43,7.3151E43,4.0232E-14,3.2121E-14,4.8207E-14,5.78,1.0402
eFEDS J092629.4+032614,2050,141.62246762168257,3.4373551403260154,19.677746,117.48656,0.08808499947190285,1,0.9015903566544863,0.834691754453126,0.9722678977428361,2.3943E42,2.0478E42,2.7039E42,3.7582E42,3.2044E42,4.2444E42,1.2236E-13,1.045E-13,1.3792E-13,0.9386028807553286,0.8719517330919383,1.010683230246126,2.982E42,2.5108E42,3.5013E42,4.6841E42,3.9432E42,5.4733E42,1.5242E-13,1.2859E-13,1.7886E-13,9.33,2.4888
eFEDS J092631.1+014512,2967,141.62949599631634,1.753287590889022,31.827356,99.981125,0.761387,0,-1.0,-1.0,-1.0,8.9106E43,7.5225E43,1.0534E44,3.2157E44,2.4569E44,4.4001E44,4.2587E-14,3.6289E-14,4.9052E-14,-1.0,-1.0,-1.0,1.1531E44,9.8443E43,1.361E44,4.1643E44,3.2091E44,5.7278E44,5.4836E-14,4.7208E-14,6.3069E-14,7.33,1.1717
eFEDS J092639.7+040733,3560,141.66551906731485,4.125957404081362,7.6811366,34.47763,0.24515999853610992,1,-1.0,-1.0,-1.0,9.4129E42,7.2719E42,1.2448E43,2.0881E43,1.5139E43,2.9312E43,5.3577E-14,4.088E-14,7.0531E-14,-1.0,-1.0,-1.0,1.1114E43,8.3943E42,1.4255E43,2.4469E43,1.7414E43,3.3873E43,6.3112E-14,4.7471E-14,8.0814E-14,6.92,1.1987
eFEDS J092644.0+040010,9238,141.68338577861235,4.002924156960082,11.142385,29.525412,0.3470500111579895,1,-1.0,-1.0,-1.0,1.5408E43,1.2145E43,1.8945E43,2.5324E43,1.9711E43,3.0827E43,3.473E-14,2.7669E-14,4.1277E-14,-1.0,-1.0,-1.0,2.2678E43,1.779E43,2.8395E43,3.7271E43,2.8563E43,4.6548E43,5.1271E-14,4.0068E-14,6.2807E-14,6.29,1.6771
eFEDS J092647.5+050033,137,141.6979541695265,5.0090532154108445,505.36676,1395.7153,0.2255599945783615,1,-1.0,-1.0,-1.0,1.8639E44,1.6882E44,2.0463E44,6.5645E44,5.6879E44,7.4561E44,2.8643E-13,2.5988E-13,3.1464E-13,6.715805103401892,5.034341220164791,9.624771285832445,2.5678E44,2.3056E44,2.8157E44,9.0724E44,7.7669E44,1.0259E45,3.9423E-13,3.5257E-13,4.3398E-13,23.62,2.276
eFEDS J092647.5+030947,12965,141.69812681464683,3.163007670595674,16.206501,16.0118,0.45492,0,-1.0,-1.0,-1.0,3.6735E42,2.5911E42,4.8455E42,1.1556E43,7.2956E42,1.8592E43,2.6258E-14,1.8734E-14,3.4518E-14,-1.0,-1.0,-1.0,4.7017E42,3.3171E42,6.2307E42,1.4728E43,9.3089E42,2.3598E43,3.3666E-14,2.3736E-14,4.4432E-14,3.99,1.4838
eFEDS J092648.0+050124,6875,141.7001890432743,5.023434678162905,16.006369,26.46237,0.454375,0,7.039553292248319,4.752460101706936,11.040868654345738,6.5719E43,5.2252E43,8.1521E43,2.1701E44,1.6903E44,2.7187E44,1.0039E-13,7.9733E-14,1.246E-13,5.773186213057336,4.609343539409928,7.554482782916309,9.4536E43,7.3769E43,1.1581E44,3.1156E44,2.4021E44,3.8991E44,1.4473E-13,1.1165E-13,1.7527E-13,13.31,1.8358
eFEDS J092650.5+035755,671,141.71061897322426,3.965382308194446,33.03929,304.77936,0.37731000781059265,1,2.8584188469607845,2.169085497529661,4.440209594825311,4.5935E43,4.0056E43,5.209E43,1.0532E44,8.9108E43,1.2012E44,9.8072E-14,8.5344E-14,1.1105E-13,2.594596463271406,2.0578411539551156,3.7721609519930266,4.966E43,4.3613E43,5.5713E43,1.1286E44,9.6793E43,1.2906E44,1.0561E-13,9.2373E-14,1.1891E-13,11.34,1.0593
eFEDS J092711.6+011735,10285,141.79812498907404,1.293278410145688,7.4763803,25.799208,0.613368,0,-1.0,-1.0,-1.0,2.2323E43,1.6605E43,2.9307E43,7.9175E43,5.3779E43,1.1246E44,1.7104E-14,1.3009E-14,2.1735E-14,-1.0,-1.0,-1.0,3.149E43,2.3888E43,4.0038E43,1.0949E44,7.5303E43,1.5965E44,2.431E-14,1.8624E-14,2.9804E-14,4.18,1.1137
eFEDS J092735.4+014423,266,141.89742796789346,1.7398987285993504,32.85758,43.168068,0.14855000376701355,1,-1.0,-1.0,-1.0,8.2173E42,6.8046E42,9.7029E42,1.7412E43,1.418E43,2.1403E43,1.4028E-13,1.1667E-13,1.653E-13,1.904137268372197,1.4535059681023028,2.6333838965020355,9.7609E42,8.2856E42,1.1364E43,2.0595E43,1.6875E43,2.5112E43,1.6625E-13,1.4125E-13,1.9418E-13,12.09,2.1457
eFEDS J092737.8+020607,1924,141.90743822997058,2.102083935645127,106.39192,191.4667,0.4189800024032593,1,-1.0,-1.0,-1.0,4.8176E43,4.3061E43,5.321E43,1.1499E44,1.0135E44,1.2824E44,8.1461E-14,7.3039E-14,8.9981E-14,2.822505067091238,2.169026045987347,3.822238812586136,7.62E43,6.9329E43,8.2652E43,1.8039E44,1.6274E44,2.0006E44,1.2877E-13,1.1735E-13,1.3926E-13,11.83,2.0368
eFEDS J092739.8-010427,2636,141.91579885514136,-1.0743056279345957,34.80612,47.33722,0.3294900059700012,1,-1.0,-1.0,-1.0,1.5813E43,1.3479E43,1.8508E43,6.7068E43,4.762E43,8.4029E43,5.0776E-14,4.3531E-14,5.9905E-14,-1.0,-1.0,-1.0,2.6861E43,2.3525E43,3.0756E43,1.1475E44,8.1101E43,1.3914E44,8.6592E-14,7.5827E-14,9.8825E-14,9.27,2.5393
eFEDS J092740.1-002922,3454,141.9170992176636,-0.48969887415987556,11.372281,77.6523,0.273065,0,-1.0,-1.0,-1.0,2.966E42,2.4461E42,3.4781E42,4.9081E42,3.9841E42,5.8788E42,5.7532E-14,4.7504E-14,6.7819E-14,-1.0,-1.0,-1.0,3.1747E42,2.5208E42,3.9438E42,5.2718E42,4.138E42,6.583E42,6.1805E-14,4.9168E-14,7.6613E-14,7.26,1.2822
eFEDS J092740.1+042038,4999,141.91731351755502,4.344021112910995,6.173358,21.376884,0.13798999786376953,1,-1.0,-1.0,-1.0,2.5685E42,1.4998E42,4.7851E42,4.5676E42,2.6212E42,8.6492E42,1.0898E-14,6.4062E-15,2.0448E-14,-1.0,-1.0,-1.0,-1.0,-1.0,8.3161E42,-1.0,-1.0,1.5147E43,-1.0,-1.0,3.5313E-14,3.37,3.2026
eFEDS J092740.8-015320,7063,141.91961498828204,-1.8889485626354876,16.140306,41.368725,0.33160001039505005,1,-1.0,-1.0,-1.0,1.0723E43,9.0415E42,1.2478E43,2.7614E43,2.1543E43,3.7813E43,3.173E-14,2.6817E-14,3.6905E-14,-1.0,-1.0,-1.0,1.3782E43,1.147E43,1.6172E43,3.5569E43,2.7557E43,4.8949E43,4.096E-14,3.4056E-14,4.7589E-14,6.26,1.3585
